ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1091,18.490206,77.388127,5.1,-29.4,6.84,2.81,Negativno,Ne
1092,18.474612,77.402712,7.8,-45.4,7.67,3.52,Negativno,Ne
1093,18.487834,77.382438,9.7,-44.8,6.21,4.34,Negativno,Ne
1094,18.478468,77.412911,6.0,-63.5,6.83,5.87,Negativno,Ne
1095,18.47337,77.398873,10.8,-42.2,6.86,3.25,Negativno,Ne
1096,18.489145,77.393544,13.5,-64.4,6.27,4.28,Negativno,Ne
1097,18.492448,77.388232,6.5,-58.3,7.36,4.64,Negativno,Ne
1098,18.482084,77.389348,3.5,-40.0,6.9,4.47,Negativno,Ne
1099,18.489005,77.379457,4.5,-43.1,7.06,3.71,Pozitivno,Ne
1100,18.485864,77.390928,7.4,-54.0,6.97,0.78,Negativno,Ne
1101,18.465392,77.380828,0.6,-69.2,6.92,1.38,Negativno,Ne
1102,18.489126,77.400237,5.9,-63.3,6.81,1.58,Negativno,Ne
1103,18.500255,77.375193,10.4,-58.3,7.07,2.2,Negativno,Ne
1104,18.484545,77.385816,1.4,-60.4,7.41,4.19,Negativno,Ne
1105,18.480626,77.372464,0.5,-39.6,6.65,5.6,Negativno,Ne
1106,18.486104,77.38437,2.1,-40.2,7.2,5.15,Pozitivno,Ne
1107,18.484144,77.382898,3.4,-35.4,7.17,4.86,Negativno,Ne
1108,18.463363,77.394519,9.6,-60.1,7.28,4.28,Negativno,Ne
1109,18.488727,77.395657,12.4,-41.4,6.08,4.09,Negativno,Ne
1110,18.46457,77.388276,2.3,-42.2,7.56,5.96,Negativno,Ne
1111,18.473084,77.392081,2.3,-50.6,6.9,5.0,Negativno,Ne
1112,18.484276,77.397602,12.9,-46.2,7.06,4.12,Negativno,Ne
1113,18.486306,77.412723,2.6,-50.9,7.72,2.36,Negativno,Ne
1114,18.456202,77.393032,3.0,-64.2,7.39,1.11,Pozitivno,Ne
1115,18.477938,77.373895,10.7,-30.7,6.84,4.71,Pozitivno,Ne
1116,18.499325,77.385053,10.8,-54.5,7.1,5.19,Negativno,Ne
1117,18.484962,77.378661,7.5,-52.0,6.74,1.78,Negativno,Ne
1118,18.485973,77.361933,0.1,-49.4,6.75,0.2,Negativno,Ne
1119,18.482635,77.387815,12.3,-74.3,7.55,3.04,Negativno,Ne
1120,18.483804,77.384714,6.3,-63.3,6.45,5.08,Negativno,Ne
1121,18.481492,77.394272,5.8,-48.7,6.07,0.46,Negativno,Ne
1122,18.48541,77.397681,12.7,-48.1,6.59,0.62,Negativno,Ne
1123,18.486223,77.397813,9.5,-6.3,7.53,3.98,Negativno,Ne
1124,18.487671,77.389283,13.2,-45.3,6.51,4.59,Negativno,Ne
1125,18.487031,77.393521,6.6,-51.2,6.15,5.26,Negativno,Ne
1126,18.483559,77.38917,12.9,-41.7,6.58,1.36,Negativno,Ne
1127,18.473407,77.385333,10.4,-33.4,6.83,4.72,Negativno,Ne
1128,18.49833,77.397144,0.2,-35.0,6.62,4.75,Pozitivno,Da
1129,18.475146,77.381698,5.3,-59.8,6.69,4.73,Negativno,Ne
1130,18.49192,77.381984,0.9,-42.6,7.47,3.73,Negativno,Ne
1131,18.490333,77.397102,5.4,-42.2,6.83,5.26,Pozitivno,Ne
1132,18.476804,77.38397,7.5,-67.9,7.3,5.2,Negativno,Ne
1133,18.47532,77.396186,0.9,-49.5,6.67,4.88,Negativno,Ne
1134,18.482055,77.371429,2.0,-37.5,6.72,1.19,Negativno,Ne
1135,18.479719,77.411306,10.6,-25.3,6.86,3.42,Negativno,Ne
1136,18.481491,77.394585,0.9,-68.5,6.85,2.57,Pozitivno,Ne
1137,18.493544,77.382852,4.8,-49.7,7.41,0.32,Negativno,Ne
1138,18.491082,77.396154,10.6,-26.6,6.6,3.61,Negativno,Ne
1139,18.477933,77.380859,14.1,-67.0,6.02,2.63,Negativno,Ne
1140,18.460544,77.392863,10.7,-50.4,6.68,3.13,Negativno,Ne
1141,18.489139,77.388118,14.9,-31.6,6.79,1.18,Negativno,Ne
1142,18.482085,77.386952,5.4,-27.8,7.57,5.76,Pozitivno,Ne
1143,18.482206,77.378361,8.3,-64.4,6.73,0.97,Negativno,Ne
1144,18.47846,77.38657,1.5,-30.9,7.36,4.79,Negativno,Ne
1145,18.461524,77.380878,5.5,-58.7,7.49,1.1,Negativno,Ne
1146,18.464717,77.384584,11.3,-66.9,6.99,4.97,Negativno,Ne
1147,18.459882,77.391391,11.5,-41.2,6.83,4.35,Negativno,Ne
1148,18.471132,77.397727,11.9,-34.7,7.2,5.5,Negativno,Ne
1149,18.486005,77.392068,14.6,-79.0,7.2,1.67,Negativno,Ne
1150,18.462875,77.37829,0.6,-56.7,6.72,0.81,Negativno,Ne
1151,18.46813,77.379674,9.9,-55.1,7.25,3.08,Negativno,Ne
1152,18.481667,77.378054,11.4,-67.5,6.22,1.65,Negativno,Ne
1153,18.486984,77.366224,5.9,-35.7,7.08,4.54,Pozitivno,Ne
1154,18.483624,77.376564,7.7,-60.9,8.15,0.63,Negativno,Ne
1155,18.480884,77.387493,3.7,-61.6,7.52,4.15,Negativno,Ne
1156,18.476231,77.38688,5.2,-37.4,7.05,4.68,Negativno,Ne
1157,18.493248,77.401742,13.8,-31.4,7.47,0.65,Negativno,Ne
1158,18.469373,77.393574,13.2,-56.4,7.66,4.29,Negativno,Ne
1159,18.497081,77.366454,3.0,-43.5,7.6,3.37,Negativno,Ne
1160,18.483842,77.394267,7.7,-63.7,6.95,0.64,Negativno,Ne
1161,18.494934,77.395765,11.5,-81.5,6.77,3.53,Negativno,Ne
1162,18.490662,77.393328,11.9,-69.6,7.21,0.41,Negativno,Ne
1163,18.489752,77.381165,5.8,-45.4,6.67,1.69,Negativno,Ne
1164,18.490077,77.398997,11.7,-64.0,7.84,4.21,Negativno,Da
1165,18.476151,77.395701,9.6,-63.0,6.37,2.97,Pozitivno,Ne
1166,18.486376,77.389323,3.2,-29.4,6.66,5.97,Negativno,Ne
1167,18.486972,77.387581,14.8,-35.4,6.15,1.44,Negativno,Ne
1168,18.475948,77.403912,12.8,-47.8,6.53,4.92,Negativno,Ne
1169,18.484371,77.384503,13.9,-47.5,7.21,4.76,Negativno,Da
1170,18.469501,77.386207,11.1,-43.0,6.86,2.36,Negativno,Ne
1171,18.4787,77.370641,1.4,-80.1,6.07,3.49,Pozitivno,Ne
1172,18.486929,77.379769,1.2,-62.7,6.37,0.35,Negativno,Ne
1173,18.484519,77.391591,3.7,-44.9,7.07,5.39,Negativno,Ne
1174,18.474496,77.393423,3.9,-43.1,6.98,4.38,Negativno,Ne
1175,18.474578,77.393048,14.6,-72.2,7.67,1.47,Pozitivno,Ne
1176,18.471957,77.383487,9.9,-5.9,7.81,9.657510804995372,Pozitivno,Da
1177,18.497266,77.386879,4.1,-20.8,6.78,5.0,Negativno,Ne
1178,18.489996,77.408717,1.4,-39.3,7.66,1.81,Negativno,Ne
1179,18.481057,77.382474,7.0,-51.3,6.48,4.7,Negativno,Ne
1180,18.476614,77.405033,1.5,-72.8,7.33,1.61,Negativno,Ne
1181,18.478626,77.390714,9.3,-43.5,6.45,3.97,Negativno,Ne
1182,18.497041,77.407179,3.7,-22.6,7.09,2.56,Negativno,Ne
1183,18.480682,77.415412,6.3,-43.5,7.87,0.24,Negativno,Ne
1184,18.47435,77.390597,7.4,-30.1,5.87,4.45,Negativno,Ne
1185,18.480374,77.394496,2.5,-53.9,7.24,4.0,Negativno,Ne
1186,18.477647,77.398605,1.9,-39.8,6.79,2.86,Pozitivno,Ne
1187,18.479344,77.388183,2.3,-47.4,6.2,0.19,Negativno,Ne
1188,18.494566,77.399681,10.9,-49.9,7.62,3.62,Negativno,Ne
1189,18.496533,77.385914,11.7,-71.2,8.03,1.58,Negativno,Ne
1190,18.485386,77.39312,14.3,-56.2,6.72,1.62,Negativno,Ne
1191,18.461374,77.382189,7.0,-49.4,8.1,1.18,Negativno,Ne
1192,18.465213,77.37772,3.7,-60.6,7.48,0.18,Negativno,Ne
1193,18.492495,77.386332,11.3,-27.8,7.39,2.68,Negativno,Ne
1194,18.48281,77.393186,5.6,-29.6,5.89,5.08,Negativno,Ne
1195,18.482753,77.389481,10.1,-35.3,6.57,3.58,Negativno,Ne
1196,18.472549,77.382815,8.6,-6.3,7.39,5.907510804995371,Pozitivno,Da
1197,18.472798,77.38422,10.1,-35.9,5.9,4.02,Negativno,Ne
1198,18.479582,77.390167,1.4,-50.0,6.34,1.85,Negativno,Ne
1199,18.50395,77.393373,13.7,-76.0,6.67,1.07,Negativno,Ne
1200,18.491531,77.401258,9.4,-65.9,6.76,0.75,Negativno,Ne
1201,18.49433,77.3858,14.9,-48.5,7.36,0.91,Negativno,Ne
1202,18.487236,77.394999,10.6,-70.8,7.23,3.59,Negativno,Ne
1203,18.490459,77.390196,3.0,-52.0,7.48,4.79,Negativno,Ne
1204,18.471668,77.381115,10.5,-6.4,6.95,5.417510804995372,Pozitivno,Da
1205,18.484644,77.389595,12.7,-47.0,7.35,3.19,Negativno,Ne
1206,18.47828,77.38208,4.2,-43.4,6.83,2.23,Negativno,Ne
1207,18.475161,77.388448,5.1,-56.4,7.19,4.55,Negativno,Ne
1208,18.50406,77.391861,5.3,-45.9,6.78,1.62,Negativno,Ne
1209,18.475204,77.370759,7.4,-38.6,7.03,5.62,Pozitivno,Ne
1210,18.472318,77.385021,12.3,-50.1,7.31,3.64,Negativno,Ne
1211,18.468253,77.390346,3.7,-24.9,7.42,5.79,Negativno,Ne
1212,18.479112,77.39708,14.8,-45.5,6.93,1.42,Negativno,Da
1213,18.46165,77.395084,14.4,-31.6,6.41,3.73,Negativno,Ne
1214,18.489051,77.392838,9.6,-29.2,7.81,2.45,Negativno,Da
1215,18.468698,77.367225,2.4,-44.5,7.33,0.31,Negativno,Ne
1216,18.474128,77.409168,1.5,-59.6,7.38,0.64,Negativno,Ne
1217,18.485145,77.393894,12.2,-39.0,7.56,3.71,Negativno,Ne
1218,18.467849,77.391872,3.8,-62.3,7.16,1.77,Negativno,Ne
1219,18.48527,77.38961,8.7,-58.0,7.12,1.73,Pozitivno,Ne
1220,18.483123,77.402898,11.2,-24.4,6.75,0.53,Negativno,Ne
1221,18.506272,77.375376,2.7,-58.1,7.4,3.18,Negativno,Ne
1222,18.471138,77.402386,13.1,-28.1,6.81,0.18,Negativno,Ne
1223,18.506229,77.387103,13.2,-47.7,7.09,3.33,Negativno,Ne
1224,18.472565,77.396821,1.0,-56.3,7.24,4.32,Negativno,Ne
1225,18.483374,77.397201,10.1,-57.0,6.57,4.57,Negativno,Ne
1226,18.472943,77.396171,6.9,-62.1,7.64,2.0,Negativno,Ne
1227,18.483604,77.388626,8.7,-51.2,5.93,4.17,Negativno,Ne
1228,18.495809,77.402086,8.4,-22.9,7.15,2.5,Negativno,Ne
1229,18.473863,77.394832,5.1,-56.8,6.9,4.05,Negativno,Ne
1230,18.489389,77.392953,8.4,-15.9,7.27,3.52,Negativno,Ne
1231,18.495053,77.384559,1.4,-66.5,6.83,2.76,Negativno,Ne
1232,18.475193,77.382322,0.8,-58.0,6.87,3.3,Negativno,Ne
1233,18.490794,77.389275,12.4,-26.9,6.46,5.59,Negativno,Ne
1234,18.481059,77.393541,9.4,-83.2,6.76,1.46,Negativno,Ne
1235,18.494282,77.387967,14.6,-78.3,7.25,3.76,Negativno,Ne
1236,18.482596,77.386178,4.4,-64.0,7.1,5.66,Negativno,Ne
1237,18.471996,77.385391,8.7,-64.6,6.43,1.15,Negativno,Ne
1238,18.472529,77.376003,5.7,-40.8,7.74,5.08,Negativno,Da
1239,18.481977,77.397628,6.0,-67.6,7.6,1.71,Negativno,Ne
1240,18.475391,77.413005,3.8,-62.8,6.63,4.34,Negativno,Ne
1241,18.484461,77.399521,3.4,-37.8,7.43,4.54,Negativno,Ne
1242,18.477328,77.373468,0.4,-64.5,7.85,4.29,Negativno,Ne
1243,18.479625,77.393924,14.2,-34.0,7.72,4.7,Negativno,Ne
1244,18.483611,77.391604,6.3,-28.2,7.51,3.27,Pozitivno,Ne
1245,18.480872,77.3875,7.7,-51.6,6.88,0.74,Negativno,Ne
1246,18.478949,77.395637,7.7,-35.9,6.47,0.57,Negativno,Ne
1247,18.478222,77.390108,11.8,-62.1,6.65,3.59,Negativno,Ne
1248,18.485232,77.40132,7.6,-55.6,6.82,0.64,Negativno,Ne
1249,18.480342,77.384231,3.3,-50.1,6.8,1.2,Negativno,Ne
1250,18.476841,77.387704,10.0,-12.0,7.22,3.61,Negativno,Ne
1251,18.494597,77.391239,3.8,-65.9,7.11,2.1,Negativno,Ne
1252,18.475553,77.399452,0.6,-62.0,6.96,0.35,Negativno,Ne
1253,18.498146,77.398807,10.6,-22.3,6.83,3.9,Negativno,Ne
1254,18.489423,77.393747,1.1,-49.0,6.62,0.76,Negativno,Ne
1255,18.486788,77.404179,6.5,-40.2,6.63,1.71,Negativno,Ne
1256,18.478682,77.392153,11.7,-65.2,7.33,3.62,Negativno,Ne
1257,18.468037,77.373906,1.9,-41.7,7.2,0.73,Negativno,Ne
1258,18.480313,77.374007,8.2,-64.8,6.65,5.01,Negativno,Ne
1259,18.480127,77.407122,1.9,-56.4,6.55,1.36,Pozitivno,Ne
1260,18.452354,77.388095,3.4,-43.7,6.93,5.69,Negativno,Ne
1261,18.488866,77.390072,14.8,-24.0,6.14,3.65,Negativno,Ne
1262,18.478751,77.382425,10.1,-41.2,7.69,0.27,Negativno,Ne
1263,18.461382,77.393578,10.1,-53.9,5.99,3.69,Negativno,Ne
1264,18.471022,77.37302,9.8,-29.5,7.22,1.05,Negativno,Ne
1265,18.48015,77.401561,14.9,-18.0,6.28,3.76741867266953,Pozitivno,Da
1266,18.465358,77.386824,2.8,-61.3,7.05,4.55,Negativno,Ne
1267,18.49419,77.382373,6.8,-57.6,6.92,5.78,Negativno,Ne
1268,18.465654,77.384541,1.4,-61.1,6.5,4.92,Negativno,Ne
1269,18.481172,77.371558,4.5,-53.1,7.09,3.09,Negativno,Ne
1270,18.470587,77.380194,10.6,-41.2,6.53,0.58,Negativno,Ne
1271,18.480021,77.385849,11.5,-53.5,7.12,0.66,Negativno,Da
1273,18.476523,77.401321,5.5,-53.4,7.64,2.38,Pozitivno,Ne
1274,18.465393,77.389611,13.7,-61.3,6.48,3.84,Pozitivno,Ne
1275,18.493687,77.377719,2.7,-48.9,7.43,1.64,Negativno,Ne
1276,18.483678,77.389411,12.6,-46.3,7.36,3.85,Negativno,Ne
1277,18.489569,77.378523,7.4,-40.2,6.69,4.56,Negativno,Ne
1278,18.471284,77.376056,9.5,-51.1,7.13,1.4,Negativno,Ne
1279,18.475851,77.385997,14.8,-81.7,7.93,2.42,Negativno,Ne
1280,18.473897,77.37479,12.8,-48.5,7.78,1.7,Negativno,Ne
1281,18.480774,77.408901,4.3,-23.6,6.01,2.89,Negativno,Ne
1282,18.486175,77.391962,8.8,-69.4,6.24,3.35,Negativno,Ne
1283,18.488158,77.388024,14.2,-31.4,7.01,3.88,Negativno,Ne
1284,18.482766,77.406826,3.4,-35.3,6.72,0.94,Negativno,Ne
1285,18.489387,77.393451,14.5,-69.5,7.19,3.21,Negativno,Ne
1286,18.490892,77.380189,14.2,-35.3,6.82,1.42,Negativno,Da
1287,18.474382,77.392714,7.9,-45.9,6.65,1.77,Negativno,Ne
1288,18.483205,77.396021,10.0,-47.4,7.62,2.14,Pozitivno,Ne
1289,18.477965,77.393022,4.8,-45.8,7.08,2.19,Negativno,Ne
1290,18.478227,77.380625,14.2,-58.2,7.05,0.63,Negativno,Ne
1291,18.497266,77.398103,10.7,-20.1,7.04,5.83,Negativno,Ne
1292,18.48799,77.381827,4.6,-55.8,7.08,0.37,Negativno,Da
1293,18.476435,77.399732,12.5,-30.9,6.36,0.17,Negativno,Ne
1294,18.476815,77.385362,3.1,-15.2,6.18,3.86,Negativno,Ne
1295,18.476071,77.38922,13.5,-49.6,7.45,4.47,Negativno,Ne
1296,18.469675,77.379316,2.6,-57.0,7.35,4.42,Negativno,Ne
1297,18.48282,77.380346,4.3,-56.7,6.68,0.82,Negativno,Ne
1298,18.46449,77.362739,10.1,-53.6,6.02,3.54,Negativno,Ne
1299,18.472746,77.397984,0.8,-80.7,7.69,0.64,Negativno,Ne
1300,18.491467,77.379726,6.4,-44.0,7.42,5.85,Negativno,Ne
1301,18.489611,77.387722,5.7,-76.1,7.3,3.98,Pozitivno,Ne
1302,18.47767,77.378011,10.4,-65.0,7.12,5.42,Negativno,Ne
1303,18.49234,77.382595,4.3,-54.2,6.24,5.0,Negativno,Ne
1304,18.492134,77.395778,4.0,-37.0,7.42,4.81,Negativno,Ne
1305,18.488781,77.378088,1.5,-44.4,7.31,2.19,Negativno,Ne
1306,18.481867,77.388609,4.6,-50.5,6.77,5.84,Negativno,Ne
1307,18.481143,77.393059,9.9,-64.5,6.89,5.09,Negativno,Ne
1308,18.476278,77.386694,11.5,-36.8,7.59,3.3,Negativno,Ne
1309,18.4729,77.390241,12.5,-51.6,7.12,5.9,Negativno,Ne
1310,18.482006,77.388914,4.2,-58.7,6.92,5.11,Negativno,Ne
1311,18.487709,77.400673,12.6,-58.2,6.41,5.09,Negativno,Ne
1312,18.483328,77.38384,3.2,-52.7,7.31,1.9,Negativno,Ne
1313,18.480654,77.392945,3.7,-66.6,6.93,3.0,Negativno,Ne
1314,18.465296,77.392928,0.4,-50.4,7.36,5.88,Negativno,Ne
1315,18.494927,77.395025,11.6,-54.4,7.26,5.92,Negativno,Ne
1316,18.48757,77.383213,13.0,-55.3,7.58,3.02,Pozitivno,Ne
1317,18.480362,77.396357,14.4,-41.0,6.44,2.02,Negativno,Ne
1318,18.499199,77.381545,13.8,-61.6,6.97,0.91,Pozitivno,Ne
1319,18.475066,77.394749,14.8,-72.2,8.29,3.24,Negativno,Ne
1320,18.474429,77.392036,10.2,-26.7,7.16,1.38,Negativno,Ne
1321,18.469237,77.397266,6.2,-37.8,6.8,3.51,Negativno,Ne
1322,18.491955,77.405557,14.6,-55.1,7.34,5.52,Negativno,Ne
1323,18.488491,77.390533,5.3,-58.5,7.6,3.53,Negativno,Ne
1324,18.465341,77.376773,2.8,-52.7,7.04,3.78,Negativno,Ne
1325,18.465946,77.401073,2.0,-40.8,6.55,5.31,Negativno,Ne
1326,18.470913,77.395579,6.4,-50.3,6.34,0.94,Pozitivno,Ne
1327,18.474011,77.4036,0.7,-63.1,6.43,3.68,Negativno,Ne
1328,18.492776,77.380718,13.8,-49.0,6.05,5.41,Negativno,Ne
1329,18.49009,77.390659,14.7,-39.1,6.9,0.85,Pozitivno,Ne
1330,18.496378,77.385414,10.5,-30.9,6.1,3.12,Negativno,Ne
1331,18.50014,77.390636,10.3,-31.4,6.86,2.77,Negativno,Ne
1332,18.475863,77.412837,4.4,-62.7,7.01,2.81,Pozitivno,Ne
1333,18.478033,77.390352,5.1,-37.9,7.39,0.42,Negativno,Da
1334,18.500598,77.377135,6.3,-61.8,6.84,3.79,Negativno,Ne
1335,18.477571,77.399535,14.8,-11.9,6.03,5.25741867266953,Pozitivno,Da
1336,18.483219,77.373291,9.7,-19.2,6.92,5.49,Negativno,Ne
1337,18.472277,77.395825,1.1,-73.0,6.46,3.5,Negativno,Ne
1338,18.486974,77.386463,8.6,-44.6,7.62,0.87,Negativno,Ne
1339,18.47229,77.3936,0.7,-75.8,7.99,0.17,Negativno,Ne
1340,18.492806,77.376125,9.4,-38.3,6.66,1.97,Negativno,Ne
1341,18.457637,77.396287,4.3,-42.9,6.92,3.22,Negativno,Ne
1342,18.481578,77.384913,4.5,-54.9,6.61,4.05,Negativno,Ne
1343,18.490168,77.387699,10.4,-43.3,6.69,5.86,Negativno,Ne
1344,18.486196,77.40136,10.4,-41.3,7.27,3.5,Negativno,Ne
1345,18.484918,77.380647,1.4,-61.0,6.27,3.75,Negativno,Ne
1346,18.470664,77.372925,10.7,-55.4,7.63,3.12,Negativno,Ne
1347,18.483612,77.391935,1.2,-59.8,7.77,2.38,Negativno,Ne
1348,18.472342,77.402257,8.6,-70.3,6.81,5.99,Negativno,Ne
1349,18.476262,77.388154,7.4,-83.1,7.62,2.27,Pozitivno,Ne
1350,18.490441,77.394816,3.0,-74.3,7.02,1.08,Negativno,Ne
1351,18.493561,77.373106,5.2,-53.8,6.3,3.3,Negativno,Ne
1352,18.482721,77.394232,12.7,-56.2,7.05,4.65,Negativno,Ne
1353,18.489442,77.375632,11.9,-72.3,6.78,2.82,Negativno,Ne
1354,18.498636,77.369872,4.3,-16.2,6.9,0.15,Negativno,Ne
1355,18.48711,77.386589,13.2,-43.7,6.0,5.55,Negativno,Ne
1356,18.466913,77.399714,9.7,-57.2,6.7,4.59,Negativno,Ne
1357,18.478794,77.368516,13.0,-49.0,8.54,5.93,Pozitivno,Ne
1358,18.477785,77.381317,11.0,-60.7,6.28,3.81,Negativno,Ne
1359,18.481829,77.38815,13.3,-59.9,7.25,4.94,Negativno,Ne
1360,18.485268,77.385541,3.9,-47.9,6.69,1.76,Negativno,Ne
1361,18.468575,77.386117,5.8,-71.0,7.5,3.61,Negativno,Ne
1362,18.470497,77.403682,8.7,-72.6,6.87,0.16,Negativno,Ne
1363,18.474982,77.392776,0.1,-72.2,7.09,3.01,Negativno,Ne
1364,18.498696,77.393509,0.3,-52.9,6.17,5.75,Negativno,Ne
1365,18.479746,77.401108,11.3,-17.9,6.49,5.86741867266953,Pozitivno,Da
1366,18.474156,77.393669,3.2,-45.4,6.7,3.25,Negativno,Ne
1367,18.473322,77.391952,8.7,-78.0,7.03,2.86,Negativno,Ne
1368,18.482291,77.397109,9.7,-75.2,6.83,3.54,Negativno,Ne
1369,18.48489,77.381399,5.9,-33.6,6.55,4.44,Negativno,Ne
1370,18.47337,77.398973,8.3,-58.7,6.58,4.33,Negativno,Ne
1371,18.479353,77.407765,2.2,-53.8,7.02,3.53,Negativno,Ne
1372,18.494249,77.391538,1.9,-73.5,6.95,0.15,Negativno,Ne
1373,18.49045,77.388117,0.4,-51.2,6.68,1.77,Negativno,Ne
1374,18.462696,77.389527,14.9,-53.9,7.25,3.24,Negativno,Ne
1375,18.478008,77.389123,5.8,-66.0,7.05,1.96,Pozitivno,Ne
1376,18.47532,77.38632,10.6,-48.4,6.26,5.9,Negativno,Ne
1377,18.471759,77.384588,6.7,-58.7,7.38,3.87,Negativno,Ne
1378,18.465517,77.397563,1.6,-34.1,6.71,5.5,Negativno,Ne
1379,18.477124,77.40158,8.8,-57.0,7.23,1.2,Negativno,Ne
1380,18.487364,77.388329,10.1,-3.3,6.29,3.65,Negativno,Ne
1381,18.496835,77.390175,1.6,-86.6,6.87,1.02,Negativno,Ne
1382,18.475303,77.386298,9.4,-40.7,6.93,1.43,Pozitivno,Ne
1383,18.478455,77.382837,7.9,-68.2,7.63,1.59,Negativno,Ne
1384,18.470718,77.37968,8.8,-56.4,7.66,5.19,Negativno,Ne
1385,18.458889,77.410218,1.2,-44.4,7.22,4.83,Negativno,Ne
1386,18.500193,77.373876,9.1,-60.6,8.17,2.08,Negativno,Da
1387,18.47836,77.384145,1.1,-29.2,6.97,0.6,Negativno,Ne
1388,18.482761,77.385004,7.5,-66.4,6.8,2.14,Negativno,Ne
1389,18.485114,77.376691,2.4,-55.2,7.51,2.84,Negativno,Ne
1390,18.477392,77.403461,0.7,-49.8,7.09,4.16,Negativno,Ne
1391,18.461975,77.380479,4.4,-48.7,7.35,2.77,Negativno,Ne
1392,18.48322,77.397657,14.3,-39.5,6.53,4.65,Negativno,Da
1393,18.474978,77.398511,6.8,-33.5,7.09,2.24,Negativno,Ne
1394,18.468526,77.369739,12.2,-60.7,6.32,1.62,Negativno,Ne
1395,18.473034,77.371978,2.7,-59.6,7.17,4.59,Negativno,Ne
1396,18.46645,77.362966,0.3,-21.6,7.33,0.29,Negativno,Ne
1397,18.500641,77.391402,5.7,-38.1,7.29,4.38,Negativno,Ne
1398,18.478903,77.385694,7.3,-37.1,7.55,5.65,Negativno,Ne
1399,18.475586,77.385212,9.9,-96.8,7.24,1.37,Negativno,Ne
1400,18.482111,77.37901,11.3,-68.6,6.75,5.35,Negativno,Ne
1401,18.484798,77.398351,8.1,-37.9,8.48,3.74,Negativno,Ne
1402,18.475306,77.383799,11.5,-34.6,6.42,1.6,Negativno,Ne
1403,18.480643,77.39143,5.5,-45.5,6.83,3.64,Pozitivno,Ne
1404,18.476473,77.411443,0.7,-30.7,7.26,0.52,Negativno,Ne
1405,18.494933,77.393356,1.7,-41.6,7.2,0.73,Negativno,Ne
1406,18.492171,77.381061,2.7,-41.6,7.07,2.81,Negativno,Ne
1407,18.464902,77.379626,4.7,-54.0,7.12,3.81,Negativno,Ne
1408,18.471912,77.381359,12.2,-12.3,7.08,7.687510804995371,Pozitivno,Da
1409,18.47992,77.372727,10.1,-61.9,6.45,4.54,Negativno,Ne
1410,18.482878,77.400398,9.8,-66.2,6.79,1.15,Negativno,Ne
1411,18.494363,77.394231,0.1,-68.1,6.33,5.85,Negativno,Ne
1412,18.478477,77.405473,6.6,-32.6,7.99,2.43,Negativno,Ne
1413,18.486617,77.40361,14.8,-47.3,7.8,0.19,Negativno,Ne
1414,18.465984,77.395835,11.6,-59.5,6.38,1.79,Negativno,Ne
1415,18.474052,77.384471,9.9,-55.6,6.99,2.68,Negativno,Ne
1416,18.498673,77.388373,3.2,-52.7,6.27,3.8,Negativno,Ne
1417,18.470024,77.384559,7.1,-41.3,7.43,5.86,Negativno,Ne
1418,18.476332,77.380556,2.5,-27.0,7.72,4.66,Negativno,Ne
1419,18.469592,77.389853,0.7,-47.0,7.29,1.94,Negativno,Ne
1420,18.46968,77.381135,0.8,-5.4,7.24,7.187510804995371,Pozitivno,Da
1421,18.47345,77.395067,3.2,-72.8,7.3,2.39,Negativno,Ne
1422,18.496901,77.392792,11.9,-26.6,7.26,4.57,Negativno,Ne
1423,18.489598,77.389125,0.6,-48.4,6.95,0.82,Negativno,Ne
1424,18.472358,77.393323,8.8,-62.0,6.69,0.99,Negativno,Ne
1425,18.472147,77.394658,1.0,-72.1,6.68,4.48,Negativno,Ne
1426,18.471315,77.394754,13.6,-44.8,6.98,0.4,Negativno,Ne
1427,18.462835,77.389879,1.8,-62.2,6.46,4.88,Negativno,Ne
1428,18.472455,77.405979,13.0,-24.9,6.13,2.09,Negativno,Ne
1429,18.469701,77.387695,12.8,-52.6,5.49,0.96,Negativno,Ne
1430,18.471851,77.388688,11.9,-49.3,7.18,5.94,Negativno,Ne
1431,18.488179,77.388745,9.4,-36.1,7.29,5.73,Negativno,Ne
1432,18.486002,77.37795,1.0,-44.0,7.18,4.59,Negativno,Ne
1433,18.484822,77.394991,0.5,-32.8,8.08,1.18,Negativno,Ne
1434,18.479871,77.388095,9.8,-64.1,6.67,0.59,Negativno,Ne
1435,18.490758,77.376774,12.0,-61.2,7.69,5.01,Negativno,Ne
1436,18.483296,77.3798,0.4,-37.9,7.04,5.87,Negativno,Ne
1437,18.472403,77.392961,8.5,-23.9,6.89,4.79,Negativno,Ne
1438,18.490936,77.401218,3.8,-38.5,7.22,4.76,Negativno,Ne
1439,18.471824,77.37823,12.3,-65.6,7.02,4.47,Negativno,Ne
1440,18.484793,77.391313,8.9,-46.6,7.07,1.82,Negativno,Ne
1441,18.462853,77.376835,12.1,-62.6,7.06,5.07,Negativno,Ne
1442,18.478887,77.400266,11.5,-7.0,5.98,7.387418672669529,Pozitivno,Da
1443,18.477854,77.393507,8.9,-43.6,6.96,2.97,Negativno,Ne
1444,18.495298,77.397562,4.3,-44.6,6.72,2.43,Negativno,Ne
1445,18.493077,77.403517,5.1,-50.3,7.81,3.42,Negativno,Ne
